id,data_hora,valor,moeda,tipo_operacao,cliente_nome,cliente_documento,cliente_conta_origem,destino_instituicao,destino_chave_pix,seguranca_ip_origem,seguranca_dispositivo,metadata_source
TXB-998877118-BR,2026-01-27T14:58:00.000Z,"R$ 3258,15",BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.118,iPhone,AWS_SA_EAST_1
TXB-998877119-BR,2026-01-27T14:59:00.000Z,4928.09,BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.119,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877120-BR,2026-01-27T15:00:00.000Z,"R$ 2655,36",BRL,PIX_SAIDA,  Ana Silva  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.120,iPhone,AWS_SA_EAST_1
TXB-998877121-BR,2026-01-27T15:01:00.000Z,2385.06,BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.121,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877122-BR,2026-01-27T15:02:00.000Z,"R$ 2860,42",BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.122,iPhone,AWS_SA_EAST_1
TXB-998877123-BR,2026-01-27T15:03:00.000Z,4509.80,BRL,PIX_SAIDA,  Ricardo Santos  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.123,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877124-BR,2026-01-27T15:04:00.000Z,"R$ 3108,58",BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.124,iPhone,AWS_SA_EAST_1
TXB-998877125-BR,2026-01-27T15:05:00.000Z,866.74,BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.125,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877126-BR,2026-01-27T15:06:00.000Z,"R$ 1644,32",BRL,PIX_SAIDA,  Roney Teste  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.126,iPhone,AWS_SA_EAST_1
TXB-998877127-BR,2026-01-27T15:07:00.000Z,4683.24,BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.127,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877128-BR,2026-01-27T15:08:00.000Z,"R$ 1796,50",BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.128,iPhone,AWS_SA_EAST_1
TXB-998877129-BR,2026-01-27T15:09:00.000Z,1040.09,BRL,PIX_SAIDA,  Maria Oliveira  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.129,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877130-BR,2026-01-27T15:10:00.000Z,"R$ 1926,16",BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.130,iPhone,AWS_SA_EAST_1
TXB-998877131-BR,2026-01-27T15:11:00.000Z,179.45,BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.131,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877132-BR,2026-01-27T15:12:00.000Z,"R$ 4604,22",BRL,PIX_SAIDA,  Juliana Costa  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.132,iPhone,AWS_SA_EAST_1
TXB-998877133-BR,2026-01-27T15:13:00.000Z,1555.46,BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.133,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877134-BR,2026-01-27T15:14:00.000Z,"R$ 894,00",BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.134,iPhone,AWS_SA_EAST_1
TXB-998877135-BR,2026-01-27T15:15:00.000Z,3656.16,BRL,PIX_SAIDA,  Carlos Souza  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.135,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877136-BR,2026-01-27T15:16:00.000Z,"R$ 4997,78",BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.136,iPhone,AWS_SA_EAST_1
TXB-998877137-BR,2026-01-27T15:17:00.000Z,4421.95,BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.137,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877138-BR,2026-01-27T15:18:00.000Z,"R$ 1704,42",BRL,PIX_SAIDA,  Bruno Lima  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.138,iPhone,AWS_SA_EAST_1
TXB-998877139-BR,2026-01-27T15:19:00.000Z,1884.92,BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.139,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877140-BR,2026-01-27T15:20:00.000Z,"R$ 991,86",BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.140,iPhone,AWS_SA_EAST_1
TXB-998877141-BR,2026-01-27T15:21:00.000Z,4731.29,BRL,PIX_SAIDA,  Ana Silva  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.141,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877142-BR,2026-01-27T15:22:00.000Z,"R$ 3161,44",BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.142,iPhone,AWS_SA_EAST_1
TXB-998877143-BR,2026-01-27T15:23:00.000Z,912.18,BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.143,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877144-BR,2026-01-27T15:24:00.000Z,"R$ 2539,61",BRL,PIX_SAIDA,  Ricardo Santos  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.144,iPhone,AWS_SA_EAST_1
TXB-998877145-BR,2026-01-27T15:25:00.000Z,411.78,BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.145,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877146-BR,2026-01-27T15:26:00.000Z,"R$ 2966,43",BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.146,iPhone,AWS_SA_EAST_1
TXB-998877147-BR,2026-01-27T15:27:00.000Z,3593.21,BRL,PIX_SAIDA,  Roney Teste  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.147,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877148-BR,2026-01-27T15:28:00.000Z,"R$ 730,24",BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.148,iPhone,AWS_SA_EAST_1
TXB-998877149-BR,2026-01-27T15:29:00.000Z,3313.77,BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.149,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877150-BR,2026-01-27T15:30:00.000Z,"R$ 2273,25",BRL,PIX_SAIDA,  Maria Oliveira  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.150,iPhone,AWS_SA_EAST_1
TXB-998877151-BR,2026-01-27T15:31:00.000Z,2700.77,BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.151,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877152-BR,2026-01-27T15:32:00.000Z,"R$ 338,29",BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.152,iPhone,AWS_SA_EAST_1
TXB-998877153-BR,2026-01-27T15:33:00.000Z,3095.30,BRL,PIX_SAIDA,  Juliana Costa  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.153,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877154-BR,2026-01-27T15:34:00.000Z,"R$ 1137,01",BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.154,iPhone,AWS_SA_EAST_1
TXB-998877155-BR,2026-01-27T15:35:00.000Z,2650.85,BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.155,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877156-BR,2026-01-27T15:36:00.000Z,"R$ 2559,00",BRL,PIX_SAIDA,  Carlos Souza  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.156,iPhone,AWS_SA_EAST_1
TXB-998877157-BR,2026-01-27T15:37:00.000Z,4932.53,BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.157,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877158-BR,2026-01-27T15:38:00.000Z,"R$ 4935,03",BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.158,iPhone,AWS_SA_EAST_1
TXB-998877159-BR,2026-01-27T15:39:00.000Z,2544.85,BRL,PIX_SAIDA,  Bruno Lima  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.159,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877160-BR,2026-01-27T15:40:00.000Z,"R$ 2068,77",BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.160,iPhone,AWS_SA_EAST_1
TXB-998877161-BR,2026-01-27T15:41:00.000Z,4864.99,BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.161,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877162-BR,2026-01-27T15:42:00.000Z,"R$ 1613,02",BRL,PIX_SAIDA,  Ana Silva  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.162,iPhone,AWS_SA_EAST_1
TXB-998877163-BR,2026-01-27T15:43:00.000Z,3436.97,BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.163,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877164-BR,2026-01-27T15:44:00.000Z,"R$ 696,92",BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.164,iPhone,AWS_SA_EAST_1
TXB-998877165-BR,2026-01-27T15:45:00.000Z,2996.04,BRL,PIX_SAIDA,  Ricardo Santos  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.165,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877166-BR,2026-01-27T15:46:00.000Z,"R$ 4860,15",BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.166,iPhone,AWS_SA_EAST_1
TXB-998877167-BR,2026-01-27T15:47:00.000Z,2527.39,BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.167,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877168-BR,2026-01-27T15:48:00.000Z,"R$ 981,53",BRL,PIX_SAIDA,  Roney Teste  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.168,iPhone,AWS_SA_EAST_1
TXB-998877169-BR,2026-01-27T15:49:00.000Z,938.91,BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.169,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877170-BR,2026-01-27T15:50:00.000Z,"R$ 566,94",BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.170,iPhone,AWS_SA_EAST_1
TXB-998877171-BR,2026-01-27T15:51:00.000Z,292.76,BRL,PIX_SAIDA,  Maria Oliveira  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.171,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877172-BR,2026-01-27T15:52:00.000Z,"R$ 201,31",BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.172,iPhone,AWS_SA_EAST_1
TXB-998877173-BR,2026-01-27T15:53:00.000Z,3920.40,BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.173,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877174-BR,2026-01-27T15:54:00.000Z,"R$ 4898,30",BRL,PIX_SAIDA,  Juliana Costa  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.174,iPhone,AWS_SA_EAST_1
TXB-998877175-BR,2026-01-27T15:55:00.000Z,360.10,BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.175,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877176-BR,2026-01-27T15:56:00.000Z,"R$ 2114,98",BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.176,iPhone,AWS_SA_EAST_1
TXB-998877177-BR,2026-01-27T15:57:00.000Z,1138.95,BRL,PIX_SAIDA,  Carlos Souza  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.177,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877178-BR,2026-01-27T15:58:00.000Z,"R$ 213,11",BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.178,iPhone,AWS_SA_EAST_1
TXB-998877179-BR,2026-01-27T15:59:00.000Z,4723.62,BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.179,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877180-BR,2026-01-27T16:00:00.000Z,"R$ 2664,93",BRL,PIX_SAIDA,  Bruno Lima  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.180,iPhone,AWS_SA_EAST_1
TXB-998877181-BR,2026-01-27T16:01:00.000Z,3462.34,BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.181,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877182-BR,2026-01-27T16:02:00.000Z,"R$ 4996,50",BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.182,iPhone,AWS_SA_EAST_1
TXB-998877183-BR,2026-01-27T16:03:00.000Z,3766.24,BRL,PIX_SAIDA,  Ana Silva  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.183,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877184-BR,2026-01-27T16:04:00.000Z,"R$ 1903,36",BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.184,iPhone,AWS_SA_EAST_1
TXB-998877185-BR,2026-01-27T16:05:00.000Z,577.93,BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.185,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877186-BR,2026-01-27T16:06:00.000Z,"R$ 3094,89",BRL,PIX_SAIDA,  Ricardo Santos  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.186,iPhone,AWS_SA_EAST_1
TXB-998877187-BR,2026-01-27T16:07:00.000Z,4323.56,BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.187,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877188-BR,2026-01-27T16:08:00.000Z,"R$ 605,96",BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.188,iPhone,AWS_SA_EAST_1
TXB-998877189-BR,2026-01-27T16:09:00.000Z,1353.55,BRL,PIX_SAIDA,  Roney Teste  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.189,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877190-BR,2026-01-27T16:10:00.000Z,"R$ 2353,46",BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.190,iPhone,AWS_SA_EAST_1
TXB-998877191-BR,2026-01-27T16:11:00.000Z,639.30,BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.191,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877192-BR,2026-01-27T16:12:00.000Z,"R$ 1475,88",BRL,PIX_SAIDA,  Maria Oliveira  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.192,iPhone,AWS_SA_EAST_1
TXB-998877193-BR,2026-01-27T16:13:00.000Z,670.60,BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.193,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877194-BR,2026-01-27T16:14:00.000Z,"R$ 3409,21",BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.194,iPhone,AWS_SA_EAST_1
TXB-998877195-BR,2026-01-27T16:15:00.000Z,4725.69,BRL,PIX_SAIDA,  Juliana Costa  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.195,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877196-BR,2026-01-27T16:16:00.000Z,"R$ 3242,02",BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.196,iPhone,AWS_SA_EAST_1
TXB-998877197-BR,2026-01-27T16:17:00.000Z,116.47,BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.197,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877198-BR,2026-01-27T16:18:00.000Z,"R$ 2574,63",BRL,PIX_SAIDA,  Carlos Souza  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.198,iPhone,AWS_SA_EAST_1
TXB-998877199-BR,2026-01-27T16:19:00.000Z,2408.07,BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.199,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877200-BR,2026-01-27T16:20:00.000Z,"R$ 930,01",BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.200,iPhone,AWS_SA_EAST_1
TXB-998877201-BR,2026-01-27T16:21:00.000Z,207.63,BRL,PIX_SAIDA,  Bruno Lima  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.201,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877202-BR,2026-01-27T16:22:00.000Z,"R$ 2811,76",BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.202,iPhone,AWS_SA_EAST_1
TXB-998877203-BR,2026-01-27T16:23:00.000Z,4547.73,BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.203,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877204-BR,2026-01-27T16:24:00.000Z,"R$ 2422,99",BRL,PIX_SAIDA,  Ana Silva  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.204,iPhone,AWS_SA_EAST_1
TXB-998877205-BR,2026-01-27T16:25:00.000Z,3332.65,BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.205,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877206-BR,2026-01-27T16:26:00.000Z,"R$ 771,60",BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.206,iPhone,AWS_SA_EAST_1
TXB-998877207-BR,2026-01-27T16:27:00.000Z,91.99,BRL,PIX_SAIDA,  Ricardo Santos  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.207,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877208-BR,2026-01-27T16:28:00.000Z,"R$ 4651,26",BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.208,iPhone,AWS_SA_EAST_1
TXB-998877209-BR,2026-01-27T16:29:00.000Z,1254.32,BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.209,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877210-BR,2026-01-27T16:30:00.000Z,"R$ 870,35",BRL,PIX_SAIDA,  Roney Teste  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.210,iPhone,AWS_SA_EAST_1
TXB-998877211-BR,2026-01-27T16:31:00.000Z,4987.32,BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.211,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877212-BR,2026-01-27T16:32:00.000Z,"R$ 3876,79",BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.212,iPhone,AWS_SA_EAST_1
TXB-998877213-BR,2026-01-27T16:33:00.000Z,2899.31,BRL,PIX_SAIDA,  Maria Oliveira  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.213,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877214-BR,2026-01-27T16:34:00.000Z,"R$ 729,14",BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.214,iPhone,AWS_SA_EAST_1
TXB-998877215-BR,2026-01-27T16:35:00.000Z,3505.65,BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.215,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877216-BR,2026-01-27T16:36:00.000Z,"R$ 939,89",BRL,PIX_SAIDA,  Juliana Costa  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.216,iPhone,AWS_SA_EAST_1
TXB-998877217-BR,2026-01-27T16:37:00.000Z,1416.82,BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.217,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877218-BR,2026-01-27T16:38:00.000Z,"R$ 2862,00",BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.218,iPhone,AWS_SA_EAST_1
TXB-998877219-BR,2026-01-27T16:39:00.000Z,1308.16,BRL,PIX_SAIDA,  Carlos Souza  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.219,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877220-BR,2026-01-27T16:40:00.000Z,"R$ 3202,91",BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.220,iPhone,AWS_SA_EAST_1
TXB-998877221-BR,2026-01-27T16:41:00.000Z,4938.17,BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.221,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877222-BR,2026-01-27T16:42:00.000Z,"R$ 1409,46",BRL,PIX_SAIDA,  Bruno Lima  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.222,iPhone,AWS_SA_EAST_1
TXB-998877223-BR,2026-01-27T16:43:00.000Z,4015.26,BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.223,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877224-BR,2026-01-27T16:44:00.000Z,"R$ 107,92",BRL,PIX_SAIDA,  Roney Teste  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.224,iPhone,AWS_SA_EAST_1
TXB-998877225-BR,2026-01-27T16:45:00.000Z,3825.16,BRL,PIX_SAIDA,  Ana Silva  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.225,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877226-BR,2026-01-27T16:46:00.000Z,"R$ 319,06",BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.226,iPhone,AWS_SA_EAST_1
TXB-998877227-BR,2026-01-27T16:47:00.000Z,2731.84,BRL,PIX_SAIDA,  Maria Oliveira  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.227,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877228-BR,2026-01-27T16:48:00.000Z,"R$ 94,27",BRL,PIX_SAIDA,  Ricardo Santos  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.228,iPhone,AWS_SA_EAST_1
TXB-998877229-BR,2026-01-27T16:49:00.000Z,846.68,BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.229,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877230-BR,2026-01-27T16:50:00.000Z,"R$ 1187,35",BRL,PIX_SAIDA,  Juliana Costa  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.230,iPhone,AWS_SA_EAST_1
TXB-998877231-BR,2026-01-27T16:51:00.000Z,2412.94,BRL,PIX_SAIDA,  Roney Teste  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.231,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877232-BR,2026-01-27T16:52:00.000Z,"R$ 1664,11",BRL,PIX_SAIDA,  Ana Silva  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.232,iPhone,AWS_SA_EAST_1
TXB-998877233-BR,2026-01-27T16:53:00.000Z,3675.88,BRL,PIX_SAIDA,  Carlos Souza  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.233,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877234-BR,2026-01-27T16:54:00.000Z,"R$ 1151,72",BRL,PIX_SAIDA,  Maria Oliveira  ,45910120372,79616-5,Banco Central,auditoria@pix.com,189.10.25.234,iPhone,AWS_SA_EAST_1
TXB-998877235-BR,2026-01-27T16:55:00.000Z,586.53,BRL,PIX_SAIDA,  Ricardo Santos  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.235,iPhone,AZURE_BRAZIL_SOUTH
TXB-998877236-BR,2026-01-27T16:56:00.000Z,"R$ 427,80",BRL,PIX_SAIDA,  Bruno Lima  ,459.101.203-72,79616-5,Banco Central,auditoria@pix.com,189.10.25.236,iPhone,AWS_SA_EAST_1
